ID,Titolo,Generi,Punteggio_Utente,Stato_Utente,Punteggio_Medio,Rank,Popolarita
38167,18 Rin,"Comedy, Ecchi, Seinen",0,on_hold,6.46,17344,12415
19999,1LDK♥Shitsuji,"Romance, Shoujo",0,on_hold,6.54,16393,17632
24521,2 Kaime no Hajimete no Koi,"Romance, School, Shoujo",4,completed,6.29,18862,5784
28222,2-dome no Koi wa Usotsuki,"Josei, Romance",0,on_hold,6.87,11299,11681
84675,2.5-jigen Kareshi,"Comedy, Romance, School, Shoujo",5,completed,7.06,8230,6256
13602,2001+5,Sci-Fi,5,completed,6.58,15819,11566
3,20th Century Boys,"Award Winning, Drama, Historical, Mystery, Psychological, Sci-Fi, Seinen",8,completed,8.93,17,24
743,21st Century Boys,"Award Winning, Drama, Mystery, Psychological, Sci-Fi, Seinen",7,completed,8.43,202,144
121727,25-ji no Ghost Writer,"Comedy, Romance, Seinen, Supernatural",0,reading,6.94,10074,4226
109590,29 to JK,"Comedy, Romance",0,reading,6.66,14721,3033
95940,29-sai Dokushin Chuuken Boukensha no Nichijou,"Adventure, Fantasy, Shounen",0,on_hold,6.95,10027,9084
75075,29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.,"Action, Adventure, Fantasy, Isekai",0,on_hold,6.66,14756,15739
120857,29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.,"Action, Adventure, Fantasy, Isekai, Romance",0,reading,6.2,19446,3246
32137,3 Level Combination,"Drama, Psychological, Romance, School, Sci-Fi, Seinen",0,reading,7.16,6827,7033
1224,3-gatsu no Lion,"Award Winning, Childcare, Drama, Iyashikei, Seinen, Slice of Life, Strategy Game",8,reading,8.85,28,225
69151,"30-sai, Shojo OL","Josei, Romance",2,completed,6.02,20131,7695
121362,31-banme no Okisaki-sama,"Fantasy, Romance, Shoujo",0,reading,7.01,8983,10824
52185,31☆Idream,"Romance, Shoujo",0,on_hold,7.08,7905,6227
51583,34-sai Mushoku-san,"Seinen, Slice of Life",0,on_hold,6.79,12610,13558
22551,360° Material,"Romance, School, Shoujo",6,completed,7.22,5892,1468
74017,365 Ho no Yuuki!!!,"Comedy, School, Shounen, Strategy Game",0,on_hold,,46302,44839
71515,4-ban no Takkyuu,"School, Sports",0,reading,,45955,35476
88075,"4-gatsu no Kimi, Spica.","Romance, School, Shoujo",0,on_hold,6.94,10221,12246
71077,4-koma Koushiki Anthology: Nagi no Asu kara,"Comedy, Fantasy, Romance, Slice of Life",0,on_hold,,45908,19804
59857,4-koma Koushiki Anthology: Toaru Kagaku no Railgun x Toaru Majutsu no Index,"Comedy, Slice of Life",0,on_hold,7.19,6295,13896
43777,49,"Romance, School, Shoujo, Supernatural",0,on_hold,7.16,6701,12013
48937,5 Cats,"Fantasy, Shoujo",0,on_hold,,37654,25969
114406,5-fungo no Sekai,"Action, Horror, Shounen, Survival, Time Travel",0,reading,6.88,11155,4152
17743,5-ji kara 9-ji made,"Drama, Romance, Shoujo",0,reading,6.56,16119,6710
103851,5-toubun no Hanayome,"Award Winning, Comedy, Harem, Romance, School, Shounen",8,completed,7.9,1007,65
71549,"5-tsu no Hajimete: Ubawaretemo Ii, Kimi ni nara","School, Shoujo",0,on_hold,6.26,19110,13410
113667,50cm no Isshou,"Josei, Slice of Life",0,reading,7.85,1159,9231
44655,6 no Trigger,"Action, Sci-Fi, Shounen",6,completed,6.81,12395,8036
134848,6-sai no Kenja wa Hikage no Michi wo Ayumitai,"Action, Fantasy, Reincarnation",0,reading,6.24,19234,9891
30603,6000,"Horror, Mystery, Seinen, Supernatural",5,completed,6.28,18949,2927
32,666 Satan,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",6,completed,7.42,3693,538
23756,7 Senchi!,"Comedy, Romance, Shoujo, Supernatural",0,on_hold,7.29,5017,16597
32937,7-jikanme no Note,"Music, Romance, School, Seinen",0,on_hold,7.22,5900,7689
95109,7th,"Action, Drama, Fantasy, Supernatural",0,reading,7.79,1409,6775
77665,7th Garden,"Shounen, Supernatural",0,reading,7.06,8222,2556
102452,8-gatsu no Ghost,"Romance, Slice of Life, Supernatural",5,completed,7.09,7836,6524
17792,8.1: Yamada Yuusuke Gekijou,"Mystery, Psychological, Shounen",4,completed,5.89,20369,8569
8582,81 Diver,"Comedy, Drama, Ecchi, Romance, Seinen, Strategy Game",0,reading,6.9,10749,8132
112236,86,"Action, Drama, Military, Seinen",0,reading,7.65,2081,2773
27395,87 Clockers,"Seinen, Slice of Life",8,completed,6.61,15428,9292
39335,8♀1♂,"Comedy, Ecchi, Harem, Romance, Seinen",4,completed,6.19,19490,4593
55483,9 no Puzzle to Wiseman,"Mystery, Sci-Fi, Seinen",0,reading,,44235,27002
44469,9S,"Action, Fantasy, Mystery, Super Power",0,on_hold,,37300,31644
35357,:REverSAL,"Action, Gore, Horror, Sci-Fi",3,completed,6.6,15591,3966
41723,A Fairytale for the Demon Lord,"Action, Adventure, Fantasy, Romance",5,completed,7.09,7862,2121
54155,A+B,"Action, Fantasy, Shoujo, Supernatural",4,completed,6.54,16422,15114
138373,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.","Action, Adventure, Fantasy, Harem, Romance",0,reading,6.56,16122,3380
93060,A.,"Mystery, Romance, School, Shoujo",0,on_hold,6.55,16293,16356
107490,A3! Spring,"Comedy, Josei, Music",0,reading,,43661,20768
446,Aa! Megami-sama!,"Award Winning, Comedy, Fantasy, Romance, Seinen",7,completed,7.58,2444,1104
3721,AAA,"Comedy, Romance, School, Shoujo",5,completed,7.22,5929,1746
129044,Abe-kun ni Nerawaretemasu,"Romance, School, Shoujo",0,reading,6.95,9994,7232
42905,Abide in the Wind,"Action, Adventure, Drama, Fantasy, Romance",0,on_hold,7.32,4746,4529
95915,Abigaile no Kemono-tachi,"Drama, Romance, Shoujo, Supernatural",0,on_hold,7.55,2634,5890
56341,Able,"Action, Seinen",0,on_hold,,44328,34356
41773,Abnormal-kei Joshi,"Harem, Horror, Psychological, School, Seinen",0,on_hold,7.16,6832,1321
114683,Abyss Rage,"Action, Drama, Martial Arts, Shounen",0,reading,6.57,16009,4539
53539,ACCA: 13-ku Kansatsu-ka,"Detective, Drama, Fantasy, Seinen",0,reading,7.55,2652,4758
22993,Accel World,"Action, Romance, School, Sci-Fi",0,on_hold,7.21,6040,1812
23116,Accel World,"Action, Romance, School, Sci-Fi, Video Game",0,reading,7.69,1849,2439
35315,Accel World/Dural: Magisa Garden,"Action, School, Sci-Fi",0,on_hold,7.2,6216,7820
41867,Acchel World.,"Comedy, Parody, Strategy Game",0,on_hold,6.83,11992,16001
100423,Ace-kun no Tonari.,"School, Shoujo, Space",3,completed,6.59,15653,26479
69505,Acma:Game,"Action, Psychological, School, Shounen, Supernatural",0,reading,7.03,8782,10019
112115,Act-age,"Drama, Performing Arts, Shounen, Showbiz",0,reading,8.23,406,327
74179,Acute,"Drama, Romance, Shoujo",0,on_hold,6.49,17013,7776
92627,Ad Astra Per Aspera,"Comedy, Mecha, Sci-Fi, Shounen",0,on_hold,7.11,7569,14631
29799,Ad Astra: Scipio to Hannibal,"Action, Historical, Military, Seinen",0,on_hold,7.73,1666,2493
125430,Adabana,"Drama, Mystery, Psychological, Seinen",0,reading,7.56,2626,1197
77597,Adachi to Shimamura,"Girls Love, School, Slice of Life",0,on_hold,8.41,218,1842
93432,Adam to Eve,"Action, Drama, Seinen, Supernatural",0,reading,6.32,18673,7178
45153,Adashi Mono,"Action, School, Shounen, Supernatural",0,on_hold,,37381,21987
11914,Adekan,"Action, Historical, Shoujo",0,on_hold,8.04,698,2004
36617,Adeotoko Shichihenge,"Romance, School, Shoujo",0,on_hold,6.44,17571,21704
24862,Adeyaka Prince,"Romance, Shoujo",0,on_hold,6.76,13120,12373
126259,Adou,"Action, Drama, Sci-Fi, Seinen, Suspense",0,reading,6.9,10763,9394
4344,Aflame Inferno,"Action, Adventure, Ecchi, Mythology, Shounen",6,completed,7.28,5207,2010
57847,AFO-Guard,"Comedy, Gag Humor, Romance, School",7,completed,6.99,9341,10005
35013,Again!!,"Comedy, Romance, School, Shounen, Supernatural, Time Travel",7,completed,7.31,4876,836
2995,Ageha 100%,"Comedy, Romance, School, Shoujo",3,on_hold,7.12,7389,5322
15087,Ageha wo Ou Monotachi,"Action, Comedy, Mystery, Seinen",6,completed,6.85,11689,7273
100222,Ageku no Hate no Kanon,"Romance, Sci-Fi, Seinen",0,reading,6.52,16658,14448
123188,Agravity Boys,"Comedy, Gag Humor, Sci-Fi, Shounen, Space",0,reading,6.63,15046,4297
4471,Ah! Itoshi no Banchou-sama,"Comedy, Delinquents, Drama, Romance, School, Shoujo",0,reading,7.64,2124,3091
71003,Ah!! Bishamon Koukou,"Combat Sports, Sports, Team Sports",0,on_hold,,45900,38431
103939,Aharen-san wa Hakarenai,"Comedy, Love Status Quo, Romance, School, Shounen",0,reading,7.57,2537,531
714,Ahiru no Ouji-sama,"Comedy, Romance, Shoujo, Slice of Life, Supernatural",0,on_hold,6.45,17459,10243
3367,Ahiru no Sora,"School, Shounen, Sports, Team Sports",0,on_hold,7.56,2613,2221
47102,Aho Girl,"Comedy, School, Shounen",0,reading,6.89,11030,1004
50991,Ai Container,Shoujo,3,completed,5.95,20280,27797
615,Ai Kora,"Comedy, Drama, Ecchi, Harem, Romance, School, Shounen",8,completed,7.64,2117,1312
105854,AI no Idenshi,"Award Winning, Drama, Psychological, Sci-Fi, Shounen",0,reading,6.76,13172,15410
87037,Ai no Sanka,"Historical, Romance, Shoujo",3,completed,6.26,19127,20101
75961,Ai no Tane,"Josei, Pets, Slice of Life",6,completed,6.64,14949,29604
84229,Ai Tenchi Muyou!,"Comedy, School, Sci-Fi, Shounen",5,completed,,47517,21916
5357,Ai wo Choudai!,"Comedy, Harem, Josei, Romance, Showbiz",4,completed,7.06,8289,8910
83091,Ai wo Hamu Akuma,"Fantasy, Mythology, Romance, Shoujo",5,completed,6.65,14776,14463
92701,Ai-sensei wa Wakaranai,"Comedy, Romance, School, Shounen",0,reading,,38824,25168
85943,Aibu de Jirashite,"Josei, Romance",0,on_hold,6.05,20036,12269
118872,Aida ni Hatachi,"Drama, Romance",0,reading,6.53,16501,7569
48479,Aiki-S,"Action, Adventure, Comedy, Ecchi, Martial Arts, Seinen",0,on_hold,6.98,9522,4098
93613,Aiko no Maa-chan,"Comedy, Fantasy, School, Slice of Life",0,on_hold,,39133,34281
74,Air Gear,"Action, Award Winning, Ecchi, School, Shounen, Supernatural",5,completed,7.78,1434,193
95449,Air Gear - Trick:358,"Action, Ecchi, Shounen",5,completed,7.37,4194,7348
58699,Airuika,"Drama, Romance, Shoujo",5,completed,6.57,15935,16195
108692,Aisareru yori ￮-saretai,"Horror, Romance, Shounen",4,completed,5.69,20615,12630
130974,Aishitagari no Maison,"Comedy, Romance, Shoujo",0,reading,6.78,12752,15963
143031,Aishiteru Game wo Owarasetai,"Comedy, Romance, School",0,on_hold,8,775,725
24863,Aishiteru tte Ittemo Ii yo,"Josei, Romance",0,on_hold,6.74,13491,13725
55,Aishiteruze Baby★★,"Childcare, Comedy, Drama, Romance, School, Shoujo",8,completed,7.89,1051,873
26081,Aisupe@,"Comedy, Romance, School",0,on_hold,,36009,35121
45980,Aiura,"CGDCT, Comedy, Iyashikei, School, Slice of Life",7,completed,7.05,8405,5834
37753,Aiyoku no Eustia,"Action, Horror, Romance, Supernatural",5,completed,6.49,17047,9620
63579,Aizawa-san Zoushoku,"Comedy, Harem, Romance, School, Supernatural",0,on_hold,7.12,7327,1598
49865,Ajin,"Action, Gore, Horror, Mystery, Seinen, Supernatural",0,reading,8,785,85
4571,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",8,reading,8.22,414,230
1218,Akagi: Yami ni Oritatta Tensai,"Action, Adult Cast, Drama, Organized Crime, Psychological, Strategy Game",0,reading,8.19,469,1471
4642,Akai Kiba,"Fantasy, Horror",5,completed,5.4,20784,6848
81283,Akai Mi Hajiketa,"Romance, Seinen",0,on_hold,7.08,8016,4110
131434,Akai Ringo,"Drama, Erotica",0,on_hold,5.62,,5902
49189,Akaiito,"Drama, Romance, Shoujo",6,completed,7.36,4287,2462
108493,Akairo Kousaten,"Romance, School",0,reading,7.03,8735,14568
24765,Akaki Tsuki no Meguru Koro,"Fantasy, Mystery, Romance, Shoujo, Supernatural",4,completed,7,9176,4617
25132,Akame ga Kill!,"Action, Fantasy, Gore, Shounen",7,completed,7.81,1343,52
56165,Akame ga Kill! Zero,"Action, Drama, Fantasy, Seinen",0,reading,7.42,3663,581
111413,Akane Shoten no Kaji Tenchou,"Romance, Shoujo",0,reading,6.08,19913,9811
144034,Akane-banashi,"Drama, Performing Arts, Shounen",0,reading,8,781,598
103162,Akarui Kioku Soushitsu,"Comedy, Girls Love",0,reading,7.46,3389,1038
18383,Akatoki Hoshi Residence,"Romance, Sci-Fi, Seinen",5,completed,7.01,8980,18058
43563,Akatsuki no Ageha,"Drama, Mystery, Romance, Shounen, Supernatural",0,reading,6.67,14475,18834
131128,Akatsuki no Kabanegari,"Shounen, Supernatural, Vampire",0,reading,,52551,26117
21525,Akatsuki no Yona,"Adventure, Fantasy, Romance, Shoujo",8,reading,8.82,34,87
109485,Akazukin no Ookami Deshi,"Shounen, Supernatural",0,reading,7.34,4534,10264
23052,AKB49: Renai Kinshi Jourei,"Crossdressing, Drama, Idols (Female), Music, Romance, Shounen",0,reading,7.67,1944,1617
101851,Akebi-chan no Sailor-fuku,"School, Seinen, Slice of Life",0,reading,7.8,1369,1597
32943,Aki,"Memoir, Slice of Life, Strategy Game",0,on_hold,6.17,19597,21963
8478,Akiba Romance!,"Comedy, Ecchi, Romance, School, Shounen",0,reading,6.69,14262,11427
68279,Akiba's Trip,"Action, Ecchi, Seinen, Supernatural",0,on_hold,6.46,17395,16770
3316,Akihabara@DEEP,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Seinen, Strategy Game",0,on_hold,6.7,14118,16212
95652,Akita Imokko! Ebina-chan,"Comedy, School, Seinen, Slice of Life",5,completed,7.05,8378,6953
64525,Akoya Tsutae,Historical,5,completed,6.16,19621,26762
24705,Aku no Hana,"Drama, Psychological, Romance, School, Shounen",7,completed,8.2,446,66
70523,Aku no Higan,"Fantasy, Super Power, Suspense",0,reading,6.81,12346,4974
48483,Aku no Kyouten,"Horror, Psychological, School, Seinen, Suspense",0,on_hold,7.08,7935,2535
41063,Akuma de Koi Shiyou,"Comedy, Romance, School, Shoujo",4,completed,7.13,7240,3200
89559,Akuma mo Fumu wo Osoreru Tokoro,"Comedy, Mythology, Shounen, Supernatural",0,reading,6.9,10735,10940
97183,Akuma ni Chic x Hack,"Fantasy, Mythology, Romance, Shoujo",0,on_hold,6.61,15411,14292
52405,Akuma no Ichigo,"Drama, Romance, Shoujo, Slice of Life",5,completed,6.9,10828,6266
65621,Akuma no Kagi to Shoujo no Raison d'être,"Action, Fantasy, Shounen",0,reading,6.62,15238,26453
52267,Akuma no Riddle,"Action, Girls Love, School",4,completed,6.96,9894,1499
28587,Akuma to Duet,"Fantasy, Romance, Shoujo",4,completed,6.86,11421,5090
1896,Akuma to Love Song,"Drama, Romance, School, Shoujo",8,reading,7.62,2216,583
1101,Akumetsu,"Action, Detective, Drama, Psychological, Shounen, Suspense",6,completed,8.11,575,238
83365,Akumu Koushounin,"Horror, Josei, Supernatural",4,completed,6.49,17019,29574
58085,Akuno Himitsu Kessha,"CGDCT, Comedy, School, Shounen",0,on_hold,6.6,15554,21088
91936,Akuyaku Cinderella,"Romance, Shoujo",0,on_hold,6.95,9986,19021
111261,Akuyaku Ouji wa Koi ga Dekinai,"Comedy, Romance, School, Shounen",4,completed,6.17,19575,6350
124305,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,"Fantasy, Isekai, Romance, School, Shoujo, Villainess",0,reading,7.38,4100,1294
118732,Akuyaku Reijou nanode Last Boss wo Kattemimashita,"Comedy, Fantasy, Romance, Villainess",0,reading,7.49,3102,1236
132424,Akuyaku Reijou no Shitsuji-sama: Hametsu Flag wa Ore ga Tsubusasete Itadakimasu,"Drama, Fantasy, Romance, Villainess",0,reading,7.18,6475,2426
120887,Akuyaku Reijou no Torimaki Yameyou to Omoimasu,"Fantasy, Romance, Slice of Life, Villainess",0,reading,6.18,19547,10351
119381,Akuyaku Reijou no Tsuihougo!: Kyoukai Kaikaku Gohan de Yuuyuu Sister-gurashi,"Comedy, Fantasy, Romance, Slice of Life, Villainess",0,reading,6.73,13632,4802
134608,"Akuyaku Reijou Route ga Nai nante, Dare ga Itta no?","Fantasy, Romance, School, Shoujo, Villainess",0,reading,6.68,14356,9120
113254,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru,"Fantasy, Romance, Shoujo, Villainess",0,reading,6.78,12734,4323
113728,"Akuyaku Reijou wa, Shomin ni Totsugitai!!","Fantasy, Romance, Villainess",0,reading,6.9,10844,3264
133648,"Akuyaku Reijou, Shomin ni Ochiru","School, Slice of Life, Villainess",0,reading,6.29,18870,16175
114639,Albert-ke no Reijou wa Botsuraku wo Goshomou desu,"Comedy, Fantasy, Shoujo, Villainess",0,reading,6.97,9645,6137
35119,Albox: Towa wo Kaetara,"Action, Fantasy, Romance, Seinen",5,completed,6.52,16582,17534
70787,Alchemist no Nirvana,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",0,on_hold,,45883,31231
81611,Aldnoah.Zero Anthology Comic,"Action, Mecha, Sci-Fi",0,on_hold,,47203,22557
46540,Alice Binetsu 38°C - We are Tsubasagaoka D.C.,"Romance, School, Shoujo",0,on_hold,7,9191,20006
82297,Alice in Junk Box,"Fantasy, Reverse Harem, Shoujo",0,on_hold,6.97,9687,18819
87719,Alice or Alice: Siscon Niisan to Futago no Imouto,Seinen,0,on_hold,6.47,17326,14946
47947,Alice-san to Masayoshi-kun wa Mukankei desu ka?,"Comedy, Romance",0,on_hold,,37591,42082
147242,Aliens Area,"Action, Sci-Fi, Shounen",0,reading,5.76,20541,3827
219,Alive: Saishuu Shinkateki Shounen,"Adventure, Sci-Fi, Shounen, Supernatural, Survival",7,completed,7.77,1485,744
81511,All for You!,"Romance, School, Shoujo",0,reading,6.65,14774,17976
70739,All Out!!,"School, Seinen, Sports, Team Sports",0,on_hold,7.28,5159,4940
14090,All Rounder Meguru,"Combat Sports, Drama, Seinen, Sports",8,reading,7.63,2204,1839
62887,All You Need Is Kill,"Action, Military, Sci-Fi, Seinen, Time Travel",6,completed,7.75,1539,92
7086,Allison,"Action, Adventure",6,completed,7.22,5937,17045
108536,Almadianos Eiyuuden,"Adventure, Drama, Fantasy",0,reading,6.42,17806,5824
108537,Almadianos Eiyuuden,"Adventure, Drama, Fantasy",4,completed,,43927,31135
20157,Alosmente,"Fantasy, Supernatural",0,reading,7.2,6158,10023
20811,Alyosha!,"Action, Comedy, School, Seinen",6,completed,7.08,7911,6999
157742,Amaama Cinderella,"Harem, Romance, School, Workplace",0,reading,6.5,16867,12473
63535,Amaama to Inazuma,"Childcare, Comedy, Gourmet, Iyashikei, Seinen, Slice of Life",0,reading,8.13,552,738
109342,Amaama-kun no Okashi na Yuuwaku,"Comedy, Romance, School, Shoujo",0,reading,6.6,15531,18784
104512,Amaetai Hi wa Soba ni Ite.,"Drama, Romance, Slice of Life",0,reading,6.6,15535,18102
134028,Amagami-san Chi no Enmusubi,"Comedy, Harem, Romance, Shounen, Supernatural",0,reading,7.56,2630,946
23304,Amagami: Close to You,"Romance, School",4,completed,6.64,14960,12124
20038,Amagami: Love Goes On!,"Ecchi, Romance, School, Seinen",0,reading,7.4,3893,5394
17607,Amagami: Precious Diary,"Ecchi, Harem, Romance, School, Seinen",5,completed,7.43,3640,4335
32989,Amagami: Various Artists,"Ecchi, Romance, School, Seinen",0,on_hold,7,9176,13856
57979,Amagi Brilliant Park,"Comedy, Fantasy, Workplace",0,reading,7.64,2099,4511
67845,Amagi Brilliant Park,"Comedy, Fantasy, Shounen, Workplace",0,reading,7.26,5420,3563
19317,Amagoi,"Action, Adventure, Fantasy, Supernatural",0,reading,7.04,8574,14728
26263,Amai Akuma ga Warau,Shoujo,7,completed,7.03,8780,3752
51821,Amai Amai Koi wo Seyo.,"Comedy, Romance, Shoujo",0,on_hold,6.9,10826,6963
91568,Amaku Yasashii Sekai de Ikiru ni wa,Fantasy,0,reading,,38500,52647
83739,Amakute Zurui Wana no Naka,"Romance, School, Shoujo",0,reading,6.58,15772,8271
11061,Amanchu!,"Comedy, School, Shounen, Slice of Life",0,reading,7.75,1578,2264
103312,Amane†Gymnasium,"Drama, Seinen, Supernatural",0,reading,,42074,24931
13175,Amanin Shoujo Azuki,"Action, Comedy, Harem, Martial Arts, Romance, School",3,completed,6.28,18969,12628
95206,Amano Megumi wa Sukidarake!,"Comedy, Ecchi, Love Status Quo, Romance, School, Shounen",5,completed,6.75,13275,933
55407,Amarimawari,"Comedy, School, Slice of Life",4,completed,6.86,11387,4131
1299,Amatsuki,"Action, Fantasy, Historical, Josei, Supernatural, Time Travel, Video Game",6,reading,7.59,2414,1915
79453,Ame ga Yamu Koro ni,"Comedy, Romance, School, Shoujo",4,completed,6.13,19755,16408
135801,Ame no Furu,"Action, Comedy, Shounen, Super Power",0,reading,5.86,20414,2931
14787,Ame Nochi Hare,"Fantasy, Magical Sex Shift, School, Shoujo, Slice of Life",0,reading,7.52,2895,3686
59985,Ame Tokidoki Koi Moyou,"Romance, Shoujo",3,completed,6.07,19976,14095
82073,Amon Saga: Tsuki no Miko,"Action, Historical, Seinen, Supernatural",4,completed,6.17,19588,30891
98687,An Eye for an Eye,"Action, Drama, School",5,completed,7.42,3755,6568
66003,Ana Aki Bukuro wa Wasuregachi,Seinen,6,completed,6.94,10213,12562
67211,Ana no Mujina,"Action, Fantasy, School, Shounen",0,on_hold,7.36,4355,8707
108423,Anadorenai ne Kitami-kun,"Romance, School, Shoujo",0,reading,6.74,13478,17484
31075,Anagle Mole,"Action, Adventure, Comedy, Shounen, Supernatural",6,completed,7.11,7513,6318
96829,Anagura Amélie,"Comedy, Romance, School, Shoujo",0,on_hold,7.04,8626,7707
113498,Anata ga Shite Kurenakutemo,"Drama, Romance, Seinen",0,reading,7.18,6461,6616
56001,Anata no Koto wa Sorehodo,"Drama, Josei, Romance",0,on_hold,6.8,12546,16065
18186,Anata wo Ajiwaitai,"Romance, Shoujo",3,completed,6.5,16903,15633
75139,Andromalius,"Action, Shoujo, Supernatural",0,on_hold,,46420,31227
44617,Ane Log: Moyako Neesan no Tomaranai Monologue,"Comedy, School, Shounen",0,on_hold,6.55,16266,3414
25906,Ane no Kekkon,"Drama, Josei, Romance",0,reading,7.13,7174,9424
92153,Ane no Onaka wo Fukuramaseru no wa Boku,"Gourmet, Seinen, Slice of Life",0,reading,6.5,16864,11679
17473,Ane Pani,"Action, Comedy, School, Shounen",4,completed,6.52,16621,10590
41175,Ane-san Countdown!,"Comedy, Romance, School, Shoujo",0,reading,7.23,5880,15346
56865,Anecon!,"Comedy, Ecchi, Seinen",2,completed,5.58,20703,24953
86150,Anekurabe,"Harem, Romance, Seinen",0,on_hold,6.37,18221,10427
